question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
When can emergency calls be established without the need to dial a dedicated number? [3GPP Release 18],question 9767,Standards specifications,18,False,True,Option 4,option 5,option 5,1761
What is the meaning of the term 'ITUT'? [3GPP Release 18],question 9769,Standards specifications,18,True,True,Option 2,option 2,option 2,1762
Which penetration loss model is applicable to RMa? [3GPP Release 18],question 9776,Standards specifications,18,False,True,Option 2,option 1,option 1,1763
What does a Multi-USIM UE do when it receives a Voice Service Indication in the NGAP Paging Message from the AMF? [3GPP Release 18],question 9777,Standards specifications,18,False,False,Option 2,option 2,option 4,1764
What is the behavior of a mobile station in state GMM-REGISTERED with substate NORMAL-SERVICE? [3GPP Release 18],question 9780,Standards specifications,18,True,False,Option 3,option 1,option 3,1765
Which relaxation criteria should be treated with higher priority in RRM measurement relaxation? [3GPP Release 16],question 9781,Standards specifications,16,False,False,Option 1,option 1,option 3,1766
"According to the document, how should the behaviour of IMS supplementary services be perceived by the user? [3GPP Release 17]",question 9791,Standards specifications,17,False,False,Option 1,option 3,option 2,1767
Which network function is responsible for holding subscription data and policy data? [3GPP Release 18],question 9796,Standards specifications,18,True,True,Option 5,option 5,option 5,1768
What is the maximum end-to-end latency allowed for voice services at the edge of coverage in the 5G system? [3GPP Release 17],question 9797,Standards specifications,17,False,True,Option 200,option 4,option 4,1769
Can a UICC host applications other than the USIM or ISIM? [3GPP Release 18],question 9804,Standards specifications,18,True,True,Option 5,option 5,option 5,1770
What does an authentication service producer provide? [3GPP Release 17],question 9813,Standards specifications,17,True,True,Option 1,option 1,option 1,1771
What is the purpose of an eRG in a CPN? [3GPP Release 17],question 9823,Standards specifications,17,True,True,Option 1,option 1,option 1,1772
What is required for PRS bandwidth aggregation from RRM perspective? [3GPP Release 18],question 9827,Standards specifications,18,True,True,Option 2,option 2,option 2,1773
"In a shared UTRAN/GERAN network, what is the purpose of the Reroute Complete IE in the Direct Transfer message? [3GPP Release 17]",question 9832,Standards specifications,17,True,True,Option 3,option 3,option 3,1774
Which identity is used for UE identification temporarily used for contention resolution purposes during the random access procedure? [3GPP Release 17],question 9834,Standards specifications,17,False,True,Option 2,option 4,option 4,1775
What does NAS stand for in the context of RRC? [3GPP Release 18],question 9835,Standards specifications,18,True,True,Option 4,option 4,option 4,1776
What does GLR stand for? [3GPP Release 17],question 9836,Standards specifications,17,False,False,Option 3,option 3,option 5,1777
Are the radio technologies disallowed by the HPLMN bound to the USIM? [3GPP Release 18],question 9838,Standards specifications,18,False,True,Option 2,option 1,option 1,1778
"For a PUSCH transmission scheduled by a RAR UL grant, how is the scrambling initialization of the PUSCH determined? [3GPP Release 17]",question 9841,Standards specifications,17,False,True,Option 2,option 1,option 1,1779
What does SPS stand for in the context of uplink and sidelink enhancements? [3GPP Release 14],question 9849,Standards overview,14,True,True,Option 5,option 5,option 5,1780
What happens if the network detects that the called end does not support the requested call mode in a multimedia call? [3GPP Release 18],question 9853,Standards specifications,18,False,True,Option 4,option 1,option 1,1781
What factors can be considered when activating VCC in the 3GPP system? [3GPP Release 18],question 9857,Standards specifications,18,True,True,Option 1,option 1,option 1,1782
What parameters are specified for NR sidelink communication in STCH configuration? [3GPP Release 17],question 9858,Standards specifications,17,True,True,Option 4,option 4,option 4,1783
What is the MUSIM-specific AT command specification? [3GPP Release 17],question 9865,Standards overview,17,False,True,Option 3,option 2,option 2,1784
What types of connections can be used between a remote UE and a relay UE? [3GPP Release 17],question 9868,Standards specifications,17,True,True,Option 3,option 3,option 3,1785
What functionality does Management Based Activation provide? [3GPP Release 17],question 9872,Standards overview,17,False,True,Option 3,option 1,option 1,1786
How can multiple Ethernet devices be connected to a UE? [3GPP Release 17],question 9874,Standards specifications,17,True,True,Option 2,option 2,option 2,1787
What is the minimum user throughput required at the edge of coverage in the 5G system? [3GPP Release 17],question 9880,Standards specifications,17,True,False,Option 3,option 4,option 3,1788
What are the four activity patterns in cyber-physical control applications in automation? [3GPP Release 19],question 9881,Standards specifications,19,True,True,Option 1,option 1,option 1,1789
What prevents the Master RAN Node from setting up Dual Connectivity for a UE? [3GPP Release 18],question 9886,Standards specifications,18,True,True,Option 5,option 5,option 5,1790
When can a UE receive multiple PDCCHs indicating the presence of TRS resource sets? [3GPP Release 17],question 9889,Standards specifications,17,False,False,Option 5,option 4,option 3,1791
How can the transformation from a LCS to a GCS be expressed? [3GPP Release 18],question 9891,Standards specifications,18,True,True,Option 4,option 4,option 4,1792
Which scenario is characterized by high requirements on the communications system regarding communication service availability? [3GPP Release 17],question 9894,Standards specifications,17,False,False,Option 5,option 3,option 4,1793
What is the precoding matrix used for single-layer transmission with four antenna ports and transform precoding disabled? [3GPP Release 17],question 9898,Standards specifications,17,True,True,Option 3,option 3,option 3,1794
What does the NEF (PFDF) distribute to the SMF(s) in the Nnef_PFD_Management_Notify message? [3GPP Release 18],question 9901,Standards specifications,18,True,True,Option 2,option 2,option 2,1795
What is the purpose of the Nadrf_DataManagement_StorageRequest service operation? [3GPP Release 18],question 9925,Standards specifications,18,True,True,Option 1,option 1,option 1,1796
What is the purpose of Fleet and Asset Management services? [3GPP Release 17],question 9926,Standards specifications,17,True,True,Option 3,option 3,option 3,1797
What determines the number of layers (ʋ) for the associated PSSCH transmission in the same slot? [3GPP Release 17],question 9927,Standards specifications,17,True,True,Option 2,option 2,option 2,1798
What is the role of Management Data Analytics (MDA) in timely resource provisioning and deployments? [3GPP Release 17],question 9930,Standards specifications,17,True,True,Option 1,option 1,option 1,1799
What does the Ethernet transport service support in terms of traffic filtering and prioritization? [3GPP Release 17],question 9944,Standards specifications,17,False,False,Option 4,option 4,option 2,1800
"What new methods for controlling management data production, collection, coordination, and discovery were introduced? [3GPP Release 17]",question 9945,Standards overview,17,True,True,Option 4,option 4,option 4,1801
What information does a supporting UE operating in Idle mode provide to the network? [3GPP Release 17],question 9949,Standards specifications,17,True,False,Option 2,option 1,option 2,1802
How is the total power consumption of a multi-carrier BS calculated? [3GPP Release 18],question 9957,Standards specifications,18,True,True,Option 4,option 4,option 4,1803
What criteria may be considered for evaluating the most appropriate communication path (ProSe Communication path or EPC Path)? [3GPP Release 17],question 9962,Standards specifications,17,True,True,Option 5,option 5,option 5,1804
What is the purpose of Analytics/ML Model Accuracy Monitoring? [3GPP Release 18],question 9974,Standards specifications,18,False,False,Option 2,option 2,option 3,1805
Which 3GPP specification provides the security aspect for LTE support of V2X services? [3GPP Release 14],question 9984,Standards overview,14,False,True,Option 1,option 2,option 2,1806
What functions are included in the Online Charging System (OCS)? [3GPP Release 18],question 9986,Standards specifications,18,False,True,Option 5,option 1,option 1,1807
